Country/Region,Material ID,Material Category,Material Subtype,Per Unit,kg CO2e,EF Source,EF Type,Type Rationale,Source Dataset Name,Source UUID / Link,Use Case,,Ecoinvent  Rationale,,,,
Global,MAT-Mesh-0007,Mesh,Metal Mesh,kg,1.65,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred NYLON,S-P-01518 Reco nylon 122023 122028.pdf,"Metal Mesh

✅ Suitable for furniture and interior fit-outs where strength, durability, and visual transparency are desired. Commonly used in shelving, partitions, cabinet inserts, and decorative panels to achieve an industrial or minimalist aesthetic. Its recyclability also supports sustainable design practices in commercial and residential interiors.
❌ Not suitable for catering equipment or environments with stringent hygiene standards. The perforated or open structure of metal mesh can trap debris and be difficult to clean thoroughly, posing sanitation challenges. It is also generally unsuitable for surfaces in contact with food or moisture-sensitive environments unless specifically treated or coated for hygienic purposes.",,,,,,
Global,MAT-Mesh-0008,Mesh,Knitted Mesh,kg,1.65,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred NYLON,S-P-01518 Reco nylon 122023 122028.pdf,"Knitted Mesh

✅ Suitable for furniture and interior textiles due to its flexibility, breathability, and comfort. Commonly used in ergonomic seating, upholstery, and soft partitions where stretchability and airflow are desired. Knitted mesh materials are valued in contemporary furniture design for their aesthetic texture and user comfort.
❌ Not suitable for catering equipment or environments requiring stringent hygiene standards. The porous and soft structure of knitted mesh makes it difficult to sanitize effectively, potentially harboring bacteria and contaminants. Additionally, its low rigidity and moisture absorption make it unsuitable for applications involving frequent cleaning, high heat, or direct food contact.",,,,,,
China,MAT-Mesh-0009,Mesh,Knitted Mesh,kg,13.02,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Dope Dyed Polyester Knitted Fabric,EPD-IES-0001440 Dope Dyed Polyester Knitted Fabric 102024 102029.pdf,"Knitted Mesh

✅ Suitable for furniture and interior textiles due to its flexibility, breathability, and comfort. Commonly used in ergonomic seating, upholstery, and soft partitions where stretchability and airflow are desired. Knitted mesh materials are valued in contemporary furniture design for their aesthetic texture and user comfort.
❌ Not suitable for catering equipment or environments requiring stringent hygiene standards. The porous and soft structure of knitted mesh makes it difficult to sanitize effectively, potentially harboring bacteria and contaminants. Additionally, its low rigidity and moisture absorption make it unsuitable for applications involving frequent cleaning, high heat, or direct food contact.",,,"Declared unit: 1 m2 of knitted dope dyed fabric and its packaging (the area of the packaging is not
included in the 1 m2 ).
Mass per unit area (g/m2) 134
7.46",,,
Global,MAT-Mesh-0010,Mesh,Spacer Mesh (3D Mesh),kg,1.65,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred NYLON,S-P-01518 Reco nylon 122023 122028.pdf,"Spacer Mesh (3D Mesh)

✅ Suitable for furniture and interior textiles where breathability, cushioning, and structural resilience are important. Spacer mesh is commonly used in office chairs, seat cushions, mattresses, and ergonomic panels due to its layered 3D construction that enhances ventilation and comfort. It supports modern design and sustainability goals when sourced from recyclable polymers.
❌ Not suitable for catering equipment or environments with strict hygiene standards. The complex 3D weave can trap moisture and contaminants, making thorough cleaning and sanitation difficult. It is not suitable for food-contact surfaces or high-moisture zones, where materials must resist microbial buildup and withstand rigorous cleaning.",,,,,,
China,MAT-Mesh-0011,Mesh,Spacer Mesh (3D Mesh),kg,13.02,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Dope Dyed Polyester Knitted Fabric,EPD-IES-0001440 Dope Dyed Polyester Knitted Fabric 102024 102029.pdf,"Spacer Mesh (3D Mesh)

✅ Suitable for furniture and interior textiles where breathability, cushioning, and structural resilience are important. Spacer mesh is commonly used in office chairs, seat cushions, mattresses, and ergonomic panels due to its layered 3D construction that enhances ventilation and comfort. It supports modern design and sustainability goals when sourced from recyclable polymers.
❌ Not suitable for catering equipment or environments with strict hygiene standards. The complex 3D weave can trap moisture and contaminants, making thorough cleaning and sanitation difficult. It is not suitable for food-contact surfaces or high-moisture zones, where materials must resist microbial buildup and withstand rigorous cleaning.",,,"Declared unit: 1 m2 of knitted dope dyed fabric and its packaging (the area of the packaging is not
included in the 1 m2 ).
Mass per unit area (g/m2) 134
7.46",,,
Global,MAT-Mesh-0012,Mesh,Air Mesh,kg,1.65,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred NYLON,S-P-01518 Reco nylon 122023 122028.pdf,"Air Mesh

✅ Suitable for furniture and interior textiles, especially in applications that prioritize breathability, comfort, and lightweight support. Air mesh is commonly used in office chairs, seat backs, cushions, and soft furnishings due to its ventilated 3D structure that enhances airflow and ergonomic comfort. It is durable and supports modern, performance-oriented furniture design.
❌ Not suitable for catering equipment or environments with strict hygiene requirements. The porous mesh structure can trap moisture and particles, making it difficult to clean to the standards required in food preparation or sanitary zones. It lacks the surface integrity and hygienic properties needed for applications involving direct food contact or frequent sanitization.",,,,,,
China,MAT-Mesh-0013,Mesh,Air Mesh,kg,13.02,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Dope Dyed Polyester Knitted Fabric,EPD-IES-0001440 Dope Dyed Polyester Knitted Fabric 102024 102029.pdf,"Air Mesh

✅ Suitable for furniture and interior textiles, especially in applications that prioritize breathability, comfort, and lightweight support. Air mesh is commonly used in office chairs, seat backs, cushions, and soft furnishings due to its ventilated 3D structure that enhances airflow and ergonomic comfort. It is durable and supports modern, performance-oriented furniture design.
❌ Not suitable for catering equipment or environments with strict hygiene requirements. The porous mesh structure can trap moisture and particles, making it difficult to clean to the standards required in food preparation or sanitary zones. It lacks the surface integrity and hygienic properties needed for applications involving direct food contact or frequent sanitization.",,,"Declared unit: 1 m2 of knitted dope dyed fabric and its packaging (the area of the packaging is not
included in the 1 m2 ).
Mass per unit area (g/m2) 134
7.46",,,
Global,MAT-Mesh-0014,Mesh,Monofilament Mesh,kg,1.65,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred NYLON,S-P-01518 Reco nylon 122023 122028.pdf,"Monofilament Mesh

✅ Suitable for furniture and interior textiles where high tensile strength, dimensional stability, and durability are essential. Monofilament mesh is ideal for applications like ergonomic seating, partition panels, and decorative or functional fabrics due to its resistance to deformation and modern aesthetic. It also supports breathable and flexible designs.
❌ Not suitable for catering equipment or environments requiring stringent hygiene. The open weave of monofilament mesh can harbor debris and microorganisms, making thorough sanitation difficult. It is not appropriate for food-contact surfaces or areas subject to frequent high-heat or chemical cleaning processes.",,,,,,
China,MAT-Mesh-0015,Mesh,Monofilament Mesh,kg,13.02,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Dope Dyed Polyester Knitted Fabric,EPD-IES-0001440 Dope Dyed Polyester Knitted Fabric 102024 102029.pdf,"Monofilament Mesh

✅ Suitable for furniture and interior textiles where high tensile strength, dimensional stability, and durability are essential. Monofilament mesh is ideal for applications like ergonomic seating, partition panels, and decorative or functional fabrics due to its resistance to deformation and modern aesthetic. It also supports breathable and flexible designs.
❌ Not suitable for catering equipment or environments requiring stringent hygiene. The open weave of monofilament mesh can harbor debris and microorganisms, making thorough sanitation difficult. It is not appropriate for food-contact surfaces or areas subject to frequent high-heat or chemical cleaning processes.",,,"Declared unit: 1 m2 of knitted dope dyed fabric and its packaging (the area of the packaging is not
included in the 1 m2 ).
Mass per unit area (g/m2) 134
7.46",,,
Global,MAT-Mesh-0016,Mesh,Micro-Mesh,kg,1.65,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred NYLON,S-P-01518 Reco nylon 122023 122028.pdf,"Micro Mesh

✅ Suitable for furniture and interior textiles, especially in applications requiring breathability, lightweight structure, and moderate durability. Micro mesh is commonly used in ergonomic seating, office chairs, and textile panels due to its comfort and ventilation properties. Its fine weave makes it aesthetically versatile and comfortable in close-contact applications.
❌ Not suitable for catering equipment or environments demanding strict hygiene standards. The porous and fine structure of micro mesh can harbor bacteria and is difficult to sanitize effectively, making it unsuitable for food preparation areas or surfaces requiring frequent and rigorous cleaning.",,,,,,
China,MAT-Mesh-0017,Mesh,Polyester Mesh,kg,13.02,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Dope Dyed Polyester Knitted Fabric,EPD-IES-0001440 Dope Dyed Polyester Knitted Fabric 102024 102029.pdf,"Polyester Mesh

✅ Suitable for furniture and interior textiles such as office chairs, partitions, and breathable upholstery where strength, flexibility, and cost-effectiveness are important. Its durability and potential for recycling also support sustainable design in commercial and residential settings.
❌ Not suitable for catering equipment or environments requiring stringent hygiene standards. The mesh structure can trap contaminants, making it difficult to sanitize effectively. Additionally, its synthetic origin and emissions from production may conflict with low-impact material goals in food-related applications.",,,"Declared unit: 1 m2 of knitted dope dyed fabric and its packaging (the area of the packaging is not
included in the 1 m2 ).
Mass per unit area (g/m2) 134
7.46",,,
Belgium,MAT-Foam-0001,Foam,Polyurethane Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Polyurethane Foam

✅ Suitable for furniture cushioning and interior soft furnishings where excellent comfort, flexibility, and lightweight properties are required. It's ideal for applications like seat cushions, pillows, upholstered furniture, and mattresses, providing good support and conformability to various shapes.
❌ Not suitable for catering equipment, high-temperature environments, or areas requiring rigorous fire safety. Polyurethane foam is flammable, unable to withstand heat or open flames, and poses fire hazard risks. Additionally, it has relatively high embodied emissions, making it less suitable for sustainability-focused applications that demand low environmental impact.",,,"The declared unit is 1m3 of expanded
polystyrene hard foam for heat and sound
insulation. The average bulk density is 15
kg/m3
.",,,
Belgium,MAT-Foam-0002,Foam,Memory Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Memory Foam

✅ Suitable for furniture cushioning and interior soft furnishings, particularly in applications where ergonomic support and comfort are key—such as in seating, mattresses, and pillows. Memory foam conforms to body shapes, enhancing comfort in high-contact furniture pieces. Its flexibility and shock-absorbing properties also make it valuable for customized seating in healthcare or premium office settings.
❌ Not suitable for catering equipment, high-temperature environments, or low-emission projects. Memory foam is flammable, can off-gas under heat, and has relatively high embodied emissions, making it inappropriate for use near heat sources or in sustainability-focused applications. It also lacks the hygiene properties needed for food service environments.",,,,,,
Belgium,MAT-Foam-0003,Foam,Latex Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Latex Foam

✅ Suitable for furniture cushioning and interior soft furnishings, such as sofas, chairs, mattresses, and pillows. Latex foam offers excellent elasticity, comfort, and resilience, contributing to long-lasting and ergonomically supportive products. Both natural and synthetic latex variants are valued in interior applications for their durability and pressure distribution.

❌ Not suitable for catering equipment or high-temperature environments. Latex foam is flammable and can degrade under prolonged heat exposure, making it inappropriate for kitchens or areas near heat sources. Additionally, its relatively high embodied emissions may not meet sustainability criteria for low-impact or food-contact applications.",,,,,,
Belgium,MAT-Foam-0004,Foam,High-Density Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"High-Density Foam

✅ Suitable for furniture cushioning and interior soft furnishings, including sofas, chairs, mattresses, and padding. Its high resilience and firmness provide excellent comfort and structural support, making it ideal for both residential and commercial interiors where durability and ergonomic performance are important.
❌ Not suitable for catering equipment or high-temperature environments. High-density foam is flammable and not engineered to withstand heat, making it inappropriate for kitchens or food-contact surfaces. Its relatively high embodied emissions also reduce its suitability for projects prioritizing low environmental impact or strict fire safety standards.",,,,,,
Belgium,MAT-Foam-0005,Foam,Low-Density Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Low-Density Foam

✅ Suitable for furniture cushioning and interior soft furnishings where comfort, flexibility, and ease of handling are priorities. Commonly used in pillows, upholstered items, and lightweight seating applications where lower firmness is acceptable and ergonomic performance is less critical.
❌ Not suitable for catering equipment or high-temperature environments due to its flammability and low thermal resistance. It may degrade or emit harmful substances under heat. Additionally, sustainability-focused projects may find its relatively high embodied emissions and lack of recyclability misaligned with environmental goals.",,,,,,
Belgium,MAT-Foam-0006,Foam,Gel-Infused Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Gel-Infused Foam

✅ Suitable for furniture cushioning and interior soft furnishings where comfort, flexibility, and thermal regulation are important. Gel infusion helps dissipate heat, enhancing user comfort in seating and bedding. Common applications include office chairs, mattresses, and upholstered lounge seating where ergonomic support and cooling properties are valued.
❌ Not suitable for catering equipment or high-temperature environments due to flammability and limited heat resistance. Gel-infused foam may degrade or emit harmful substances when exposed to high heat. Additionally, its relatively high embodied emissions and limited recyclability make it less appropriate for sustainability-focused or hygiene-critical applications.",,,,,,
Belgium,MAT-Foam-0007,Foam,Egg Crate Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Egg Crate Foam

✅ Suitable for furniture cushioning and interior soft furnishings such as mattresses, pillows, cushions, and ergonomic seating pads. Its convoluted (egg crate) design enhances airflow and pressure relief, making it ideal for comfort-focused residential and healthcare furniture applications. Lightweight and flexible, it is easy to handle and integrate into various designs.
❌ Not suitable for catering equipment or high-temperature environments due to poor heat resistance and flammability. Egg crate foam can degrade under heat and is not compliant with hygiene or fire safety standards required in food preparation areas. Additionally, its high embodied emissions and limited recyclability reduce suitability for projects prioritizing sustainability.",,,,,,
Belgium,MAT-Foam-0008,Foam,Rebond Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Rebond Foam

✅ Suitable for furniture cushioning and interior soft furnishings such as sofas, chairs, mattresses, and padding. Rebond foam—made from shredded polyurethane foam bonded with adhesive—offers excellent firmness, support, and durability. Its recycled content aligns with sustainability efforts in furniture and interior design, especially in high-density, high-resilience applications.
❌ Not suitable for catering equipment or high-temperature environments due to flammability and low thermal resistance. It is not designed to withstand the hygiene or heat exposure requirements of food preparation areas. Despite its recycled origin, the adhesives and energy-intensive processing can result in higher embodied emissions, making it less ideal for strict sustainability-focused projects.",,,,,,
Belgium,MAT-Foam-0009,Foam,Convoluted Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Convoluted Foam

✅ Suitable for furniture cushioning and interior soft furnishings such as mattress toppers, pillows, and seating pads. Convoluted foam, often recognized by its ""egg crate"" design, offers pressure relief, breathability, and lightweight comfort, making it ideal for applications where airflow and ergonomic support are valued.
❌ Not suitable for catering equipment or high-temperature environments. Its flammability and lack of fire resistance pose risks in kitchens or commercial food settings. It may also release VOCs under heat and has relatively high embodied emissions, limiting its suitability for projects prioritizing sustainability or fire safety.",,,,,,
Belgium,MAT-Foam-0010,Foam,Open-Cell Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Open-Cell Foam

✅ Suitable for furniture cushioning and interior soft furnishings where comfort, flexibility, and breathability are prioritized. Its lightweight structure and soft, supportive feel make it ideal for seating, bedding, and upholstered items in both residential and commercial interiors.
❌ Not suitable for catering equipment or high-temperature environments due to its open structure and lack of flame retardants, which increase the risk of fire and degradation when exposed to heat. Additionally, its relatively high embodied emissions make it less appropriate for sustainability-focused projects aiming to minimize environmental impact.",,,,,,
Belgium,MAT-Foam-0011,Foam,Closed-Cell Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Closed-Cell Foam

✅ Suitable for furniture cushioning and interior soft furnishings due to its excellent support, flexibility, and low material weight. Commonly used in seating, bedding, and padded furnishings, it offers moisture resistance and durability, making it beneficial in environments prone to occasional spills or wear.
❌ Not suitable for catering equipment or high-temperature environments due to its flammability and limited heat resistance. Closed-cell foam may pose fire risks and is not compliant with hygiene standards needed for food-contact surfaces. Additionally, it typically has relatively high embodied emissions, making it less ideal for projects prioritizing environmental sustainability.",,,,,,
Belgium,MAT-Foam-0012,Foam,Microbead Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Microbead Foam

✅ Suitable for interior fit-outs, particularly in insulated wall panels and protective packaging. Its lightweight structure, thermal insulation, and shock-absorbing qualities make it beneficial for energy-efficient design and safeguarding delicate components during transport or installation.
❌ Not suitable for furniture applications due to its low structural integrity, poor load-bearing capacity, and flammability, which compromise durability and safety. Also not appropriate for catering equipment, as it does not meet hygiene or heat-resistance standards and poses environmental concerns due to low recyclability.",,,,,,
Europe,MAT-Foam-0013,Foam,Polyethylene Foam,kg,3.41,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Polyethylene foam,S-P-07857 Polyethylene foam 122022 122027.pdf,"Polyethylene Foam

✅ Suitable for furniture and interior fit‑outs, especially as protective padding, acoustic insulation, and underlayment. Its lightweight, moisture‑resistant structure and excellent shock absorption make it ideal for seating cushions, wall panels, and flooring underlays where comfort and noise reduction are desired.
❌ Not suitable for catering equipment or high‑temperature environments. Its low thermal resistance and limited strength make it inappropriate for use with cooking appliances, heated surfaces, or structural applications involving heavy loads.",,,"Functional unit / declared unit: The functional unit of calculations is one kg of polyethylene foam
produced by PEPI RER SIA",,,
Global,MAT-Foam-0014,Foam,Sculpted Foam,kg,3.13,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,EPD-IVH-20220129-CBG1-DE EPS hard foam 082022 082027.pdf,"Sculpted Foam

✅ Suitable for furniture and interior fit‑outs, especially as ergonomic cushioning, soft furnishings, and lightweight seating structures. Its sculpted form enhances comfort, flexibility, and breathability, making it ideal for chairs, pillows, and decorative padding in residential or commercial interiors.
❌ Not suitable for catering equipment or high‑temperature environments. Its flammability and low thermal resistance make it unsuitable for use near heat sources, cooking equipment, or applications requiring frequent sanitization or structural load-bearing performance.",,,,,,
China,MAT-Stone-0001,Stone,Marble,kg,0.02,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Marble Block Stone from Norwegian Rose Quarry - China,NEPD-7156-6554-EN EPS Marble Block Stone 072024 072029.pdf,"Marble

✅ Suitable for premium interior fit‑outs and high‑end furniture surfaces where aesthetics and durability are prioritized. Its unique patterns and colors make it ideal for feature walls, countertops, and bespoke furniture pieces. Optimal in projects where environmental impact is mitigated through responsible extraction and sourcing from local or regional suppliers to reduce transportation emissions.
❌ Not suitable for low-budget or sustainability-sensitive projects, as its high cost and embodied emissions from quarrying and transport may outweigh benefits. Also over-specification risk in applications where durability and luxury finish are not required. Not suitable for catering equipment due to susceptibility to staining and etching from acidic substances, which can pose hygiene and maintenance issues.",,,Stone 1000 kg,,,
Sweden,MAT-Stone-0002,Stone,Granite,kg,0.07,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Natural stone products of granite and limestone,S-P-04621  Natural stone products of granite and limestone 092021 092026.pdf,"Granite

✅ Suitable for interior fit-outs and furniture applications where durability, heat resistance, and premium aesthetics are desired. Ideal for countertops, flooring, and wall cladding in high-traffic or high-end environments such as kitchens, bathrooms, and reception areas. Granite's natural variation and visual appeal also make it well-suited for bespoke surfaces and decorative stone features.
❌ Not suitable for catering equipment or low-carbon design projects. Its high embodied emissions from quarrying and transport, along with its weight and rigidity, make it unsuitable for movable equipment or applications requiring lightweight, low-impact materials.",,,"Declared unit:
Declared unit is 1 ton natural stone product.",,,
Thailand,MAT-Stone-0003,Stone,Quartz,kg,0.08,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Quartz stone products,EPD 720  Quartz stone products 062024 062029.pdf,"Quartz

✅ Suitable for countertops, tabletops, and high-traffic surfaces in furniture and interior fit‑outs due to quartz’s excellent hardness, low porosity, and chemical resistance. These properties make it ideal for areas requiring durability and easy maintenance—such as kitchen countertops, bathroom vanities, and commercial bar tops.
❌ Not suitable for ultra‑low embodied carbon or sustainability‑driven projects, as quartz production and resin use contribute to relatively high carbon emissions. Additionally, quartz may not withstand direct heat exposure, limiting its suitability for catering equipment requiring high thermal resistance.",,,"m3


Name Quartz stone products
Declared unit 1m2
Density (kg/m3

) 2400-2500",0.156009,kg,390.0225
Rest-of-World,MAT-Stone-0004,Stone,Limestone,kg,0.07,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for limestone, milled, packed",https://ecoquery.ecoinvent.org/3.11/cutoff/dataset/15376/documentation,"Limestone

✅ Suitable for interior fit‑outs and furniture components such as flooring, wall cladding, and decorative surfaces where a natural, textured stone finish is desired. Limestone offers aesthetic appeal and moderate durability, making it appropriate for low- to medium-traffic areas in residential or commercial interiors.
❌ Not suitable for catering equipment or textile applications. Its porosity requires sealing to prevent staining, and it lacks the chemical resistance and hygiene standards needed in food environments. Its hardness and weight also make it impractical for applications requiring flexibility or softness.",,,,,,
Switzerland,MAT-Stone-0005,Stone,Limestone,kg,0.01,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for limestone, milled, packed",https://ecoquery.ecoinvent.org/3.11/cutoff/dataset/15777/documentation,"Limestone

✅ Suitable for interior fit‑outs and furniture components such as flooring, wall cladding, and decorative surfaces where a natural, textured stone finish is desired. Limestone offers aesthetic appeal and moderate durability, making it appropriate for low- to medium-traffic areas in residential or commercial interiors.
❌ Not suitable for catering equipment or textile applications. Its porosity requires sealing to prevent staining, and it lacks the chemical resistance and hygiene standards needed in food environments. Its hardness and weight also make it impractical for applications requiring flexibility or softness.",,,,,,
Europe without Switzerland,MAT-Stone-0006,Stone,Limestone,kg,0.05,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for limestone, milled, packed",https://ecoquery.ecoinvent.org/3.11/cutoff/dataset/17871/documentation,"Limestone

✅ Suitable for interior fit‑outs and furniture components such as flooring, wall cladding, and decorative surfaces where a natural, textured stone finish is desired. Limestone offers aesthetic appeal and moderate durability, making it appropriate for low- to medium-traffic areas in residential or commercial interiors.
❌ Not suitable for catering equipment or textile applications. Its porosity requires sealing to prevent staining, and it lacks the chemical resistance and hygiene standards needed in food environments. Its hardness and weight also make it impractical for applications requiring flexibility or softness.",,,,,,
Global,MAT-Stone-0007,Stone,Soapstone,kg,0.07,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Natural stone products of granite and limestone,S-P-04621  Natural stone products of granite and limestone 092021 092026.pdf,"Soapstone

✅ Suitable for interior fit-outs and furniture applications such as countertops, sinks, and fireplace surrounds. Soapstone's excellent heat resistance, non-porous surface, and distinct aesthetic make it ideal for areas that value hygiene, durability, and visual appeal. Its ability to age with a patina adds to its charm in residential and commercial interiors. In catering environments, soapstone can be used for countertops and serving platters due to its thermal properties and ease of cleaning.
❌ Not suitable for load-bearing furniture or high-strength structural applications due to its relatively soft composition, which can lead to scratching or chipping. Additionally, it may not align with low-carbon design priorities because of the energy-intensive quarrying and transport associated with natural stone materials. In catering equipment, soapstone is not ideal for heavy-duty kitchen tools or equipment that require high impact resistance.",,,,,,
Global,MAT-Stone-0008,Stone,Onyx,kg,0.07,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Natural stone products of granite and limestone,S-P-04621  Natural stone products of granite and limestone 092021 092026.pdf,"Onyx

✅ Suitable for interior fit-outs and decorative furniture applications where luxury aesthetics and light-transmitting effects are desired. Onyx’s unique translucency and natural veining make it ideal for backlit wall panels, feature walls, and statement surfaces in high-end residential or hospitality interiors.
❌ Not suitable for catering equipment, high-traffic flooring, or load-bearing furniture applications. Onyx is relatively soft and prone to scratching, staining, and etching, requiring careful maintenance. Its high embodied emissions and transport-related impact also limit its use in sustainability-focused projects.",,,,,,
Sweden,MAT-Stone-0009,Stone,Slate,kg,0.12,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Slate stone pieces,S-P-06049 Slate stone pieces  052024 022029.pdf,"Slate

✅ Suitable for interior wall cladding and countertops due to its high durability, natural aesthetic, and resistance to moisture and heat. Slate’s distinctive texture and deep color make it ideal for decorative surfaces in furniture and interior fit‑outs, especially when a rugged, natural look is desired.
❌ Not suitable for load‑bearing structures or high‑traffic flooring due to its brittleness and risk of chipping. Additionally, it is not ideal for catering equipment or hygienic surfaces, as slate can be porous, stain-prone, and difficult to sanitize thoroughly—making it unsuitable for food-contact environments requiring strict cleanliness.",,,Declared unit: 1 kg of slate stone pieces,,,
Global,MAT-Stone-0010,Stone,Travertine,kg,0.07,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Natural stone products of granite and limestone,NEPD-7156-6554-EN EPS Marble Block Stone 072024 072029.pdf,"Travertine

✅ Suitable for interior fit‑outs and decorative surfaces such as flooring, countertops, and wall cladding in both residential and commercial spaces. Travertine's natural beauty, warm tones, and textured appearance make it ideal for classic or timeless design schemes, especially when a luxurious aesthetic is desired. It’s relatively easy to clean and maintain when properly sealed.
❌ Not suitable for lightweight furniture or structural elements due to its heavy weight, nor for ultra‑low‑carbon projects because of high embodied energy from quarrying and transport. Travertine is also not recommended for outdoor use in freeze‑thaw climates, as it can weather or crack under moisture and temperature fluctuations. Additionally, it is unsuitable for catering equipment or food‑prep surfaces due to its porosity and vulnerability to staining and etching from acidic substances.",,,,,,
Rest-of-World,MAT-Stone-0011,Stone,Concrete,kg,0.11,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa",https://ecoquery.ecoinvent.org/3.11/cutoff/search?query=market+for+concrete%2C+20MPa&currentPage=1&pageSize=10&searchBy=activity,"Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings.",,,2400 kg/m3,,,
